S265Swp
IMP=ohm,,MAVE=0
MEMO=20220829_101
DATE=2022/09/06 14:40:33
FREQ , SPL, Imp, Phs, 2nd, 3rd
15622.48, 72.690, 21.832,-50.200, 17.860, 19.400
15848.93, 73.040, 21.857,-49.600, 19.120, 23.250
16078.67, 73.340, 21.882,-47.800, 20.310, 22.190
16311.73, 73.300, 21.933,-44.200, 19.740, 21.330
16548.17, 73.120, 21.983,-42.400, 20.840, 22.520
16788.04, 72.830, 22.008,-41.800, 17.140, 22.520
17031.39, 72.730, 22.059,-43.600, 17.320, 21.300
17278.26, 73.250, 22.085,-46.800, 15.860, 22.060
17528.71, 74.180, 22.136,-45.000, 16.640, 22.060
17782.79, 74.820, 22.187,-39.000, 16.200, 19.770
18040.56, 74.510, 22.238,-31.600, 17.030, 19.400
18302.06, 73.990, 22.263,-31.000, 16.120, 20.840
18567.35, 73.870, 22.340,-32.800, 16.780, 20.590
18836.49, 74.380, 22.366,-33.400, 15.060, 19.930
19109.53, 75.160, 22.418,-31.200, 15.610, 20.200
19386.53, 75.620, 22.469,-25.800, 14.810, 20.640
19667.54, 75.560, 22.521,-20.200, 14.900, 18.720
19952.62, 75.200, 22.573,-17.200, 15.500, 15.620
