S265Swp
IMP=ohm,,MAVE=0
MEMO=20220829_103
DATE=2022/09/06 14:43:47
FREQ , SPL, Imp, Phs, 2nd, 3rd
15848.93, 72.810, 21.807,-68.400, 19.370, 21.450
16078.67, 73.250, 21.832,-67.200, 19.460, 22.950
16311.73, 73.370, 21.882,-63.800, 18.080, 22.950
16548.17, 73.230, 21.933,-61.800, 18.930, 21.830
16788.04, 72.960, 21.958,-60.600, 17.290, 22.980
17031.39, 72.700, 22.008,-62.200, 17.670, 23.090
17278.26, 72.970, 22.034,-65.600, 16.590, 22.150
17528.71, 73.880, 22.085,-67.000, 17.830, 21.280
17782.79, 74.870, 22.136,-62.000, 16.570, 20.540
18040.56, 75.010, 22.187,-54.200, 16.810, 20.450
18302.06, 74.420, 22.238,-49.400, 16.760, 19.690
18567.35, 73.850, 22.289,-50.200, 16.920, 20.170
18836.49, 74.030, 22.315,-53.000, 15.350, 20.200
19109.53, 74.650, 22.366,-53.400, 15.630, 20.290
19386.53, 75.390, 22.418,-50.200, 15.490, 20.060
19667.54, 75.740, 22.469,-44.600, 15.210, 19.260
19952.62, 75.460, 22.547,-39.400, 15.310, 15.670
